0	0
1	1
2	0
3	1
4	0
5	1
6	1
7	1
8	0
9	1
10	0
11	0
12	1
13	1
14	0
15	1
16	0
17	0
18	0
19	1
20	1
21	0
22	0
23	0
24	0
25	0
26	1
27	1
28	0
29	0
30	1
31	1
32	0
33	0
34	0
35	1
36	0
37	0
38	1
39	1
40	1
41	1
42	0
43	1
44	1
45	0
46	1
47	0
48	0
49	0
50	1
51	0
52	0
53	1
54	0
55	1
56	0
57	1
58	0
59	0
60	1
61	1
62	1
63	1
64	1
65	1
66	0
67	0
68	0
69	0
70	0
71	1
72	0
73	1
74	1
75	1
76	0
77	0
78	0
79	1
80	0
81	0
82	0
83	0
84	0
85	0
86	1
87	0
88	0
89	0
90	0
91	0
92	0
93	1
94	0
95	1
96	0
97	1
98	0
99	0
100	1
101	0
102	0
103	1
104	0
105	1
106	1
107	0
108	0
109	1
110	1
111	0
112	0
113	0
114	0
115	0
116	0
117	0
118	1
119	1
120	0
121	1
122	1
123	0
124	0
125	1
126	1
127	0
128	0
129	0
130	1
131	1
132	1
133	1
134	0
135	1
136	0
137	1
138	0
139	1
140	0
141	0
142	1
143	0
144	0
145	1
146	0
147	0
148	0
149	0
150	0
151	1
152	0
153	0
154	0
155	0
156	1
157	1
158	0
159	0
160	1
161	0
162	0
163	1
164	1
165	0
166	0
167	0
168	0
169	1
170	1
171	1
172	0
173	0
174	1
175	1
176	0
177	1
178	1
179	0
180	1
181	1
182	0
183	0
184	1
185	0
186	1
187	0
188	1
189	1
190	0
191	0
192	1
193	1
194	1
195	0
196	1
197	1
198	0
199	1
200	0
201	0
202	1
203	1
204	1
205	0
206	0
207	1
208	0
209	0
210	0
211	1
212	1
213	0
214	0
215	1
216	0
217	0
218	1
219	0
220	0
221	1
222	1
223	0
224	0
225	0
226	1
227	1
228	1
229	0
230	0
231	0
232	0
233	1
234	0
235	1
236	0
237	0
238	0
239	1
240	0
241	0
242	0
243	0
244	0
245	0
246	0
247	0
248	0
249	1
250	0
251	0
252	0
253	1
254	0
255	0
256	0
257	0
258	0
259	0
260	0
261	0
262	1
263	0
264	0
265	0
266	0
267	0
268	0
269	0
270	0
271	0
272	1
273	1
274	0
275	1
276	1
277	0
278	1
279	1
280	0
281	0
282	1
283	0
284	0
285	1
286	0
287	0
288	0
289	0
290	0
291	0
292	0
293	0
294	1
295	1
296	1
297	0
298	1
299	0
300	0
301	1
302	0
303	0
304	0
305	1
306	0
307	0
308	0
309	0
310	0
311	1
312	0
313	1
314	0
315	0
316	0
317	0
318	0
319	1
320	0
321	1
322	0
323	0
324	0
325	0
326	1
327	1
328	0
329	0
330	1
331	1
332	0
333	0
334	1
335	0
336	0
337	0
338	0
339	0
340	1
341	0
342	0
343	0
344	0
345	0
346	1
347	0
348	0
349	0
350	0
351	1
352	0
353	1
354	1
355	1
356	1
357	0
358	0
359	0
360	0
361	0
362	0
363	1
364	0
365	0
366	1
367	0
368	0
369	0
370	0
371	0
372	0
373	1
374	0
375	0
376	0
377	0
378	0
379	0
380	0
381	0
382	0
383	0
384	1
385	1
386	0
387	0
388	1
389	0
390	1
391	0
392	1
393	1
394	1
395	0
396	0
397	0
398	0
399	0
400	0
401	0
402	1
403	0
404	1
405	0
406	0
407	1
408	0
409	0
410	1
411	1
412	0
413	0
414	1
415	0
416	0
417	0
418	1
419	1
420	0
421	1
422	1
423	0
424	0
425	1
426	1
427	0
428	0
429	1
430	1
431	1
432	0
433	0
434	1
435	1
436	0
437	0
438	1
439	0
440	0
441	0
442	1
443	1
444	0
445	1
446	0
447	0
448	0
449	1
450	0
451	0
452	0
453	0
454	0
455	1
456	1
457	0
458	1
459	0
460	1
461	1
462	0
463	1
464	0
465	1
466	0
467	1
468	0
469	0
470	0
471	0
472	1
473	1
474	0
475	0
476	1
477	0
478	0
479	0
480	1
481	1
482	0
483	1
484	0
485	0
486	0
487	0
488	0
489	0
490	0
491	0
492	0
493	0
494	0
495	0
496	0
497	1
498	0
499	0
500	0
501	0
502	0
503	1
504	0
505	1
506	1
507	0
508	0
509	1
510	0
511	0
512	0
513	1
514	0
515	1
516	1
517	0
518	0
519	0
520	0
521	1
522	0
523	0
524	0
525	1
526	0
527	0
528	0
529	0
530	1
531	1
532	0
533	1
534	1
535	0
536	1
537	1
538	1
539	0
540	0
541	0
542	0
543	1
544	0
545	0
546	0
547	0
548	0
549	0
550	0
551	0
552	1
553	0
554	0
555	0
556	1
557	0
558	1
559	1
560	0
561	0
562	1
563	0
564	1
565	1
566	0
567	0
568	1
569	1
570	1
571	1
572	0
573	1
574	0
575	1
576	0
577	1
578	0
579	0
580	0
581	0
582	0
583	0
584	0
585	0
586	0
587	1
588	0
589	1
590	1
591	1
592	1
593	0
594	0
595	0
596	0
597	0
598	1
599	1
600	1
601	0
602	0
603	1
604	0
605	1
606	0
607	1
608	0
609	1
610	0
611	0
612	0
613	0
614	1
615	1
616	0
617	0
618	1
619	0
620	0
621	1
622	0
623	0
624	0
625	1
626	0
627	1
628	1
629	1
630	0
631	1
632	0
633	0
634	0
635	1
636	0
637	0
638	1
639	0
640	0
641	0
642	1
643	1
644	1
645	0
646	0
647	0
648	1
649	1
650	1
651	0
652	0
653	0
654	1
655	1
656	0
657	0
658	1
659	1
660	0
661	1
662	0
663	1
664	1
665	1
666	0
667	0
668	0
669	0
670	0
671	1
672	1
673	0
674	1
675	1
676	1
677	0
678	1
679	0
680	0
681	0
682	0
683	0
684	0
685	0
686	0
687	0
688	0
689	0
690	0
691	1
692	0
693	0
694	1
695	0
696	0
697	0
698	0
699	1
700	1
701	0
702	0
703	1
704	0
705	0
706	1
707	0
708	0
709	0
710	1
711	0
712	0
713	1
714	0
715	0
716	0
717	0
718	1
719	1
720	0
721	1
722	0
723	1
724	1
725	1
726	0
727	0
728	1
729	1
730	0
731	0
732	1
733	1
734	1
735	1
736	0
737	1
738	1
739	1
740	1
741	0
742	0
743	0
744	0
745	1
746	1
747	0
748	0
749	0
750	1
751	1
752	0
753	0
754	1
755	0
756	0
757	1
758	1
759	1
760	1
761	0
762	0
763	0
764	0
765	0
766	0
767	1
768	0
769	1
770	0
771	0
772	1
773	1
774	0
775	1
776	0
777	1
778	1
779	0
780	1
781	0
782	0
783	0
