0	0
1	2
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	2
10	1
11	0
12	1
13	0
14	0
15	1
16	0
17	0
18	0
19	0
20	0
21	0
22	1
23	2
24	0
25	0
26	0
27	2
28	0
29	0
30	1
31	2
32	0
33	0
34	3
35	0
36	0
37	0
38	1
39	0
40	0
41	3
42	0
43	0
44	1
45	2
46	1
47	0
48	3
49	0
50	0
51	0
52	0
53	1
54	0
55	0
56	0
57	1
58	2
59	0
60	3
61	1
62	0
63	0
64	1
65	0
66	0
67	0
68	0
69	0
70	0
71	1
72	0
73	1
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	2
87	3
88	0
89	0
90	0
91	0
92	0
93	1
94	0
95	1
96	0
97	0
98	0
99	0
100	2
101	0
102	0
103	0
104	0
105	0
106	1
107	0
108	0
109	0
110	1
111	0
112	0
113	1
114	0
115	0
116	0
117	1
118	0
119	2
120	0
121	1
122	1
123	0
124	0
125	0
126	2
127	0
128	0
129	0
130	2
131	0
132	1
133	0
134	0
135	0
136	0
137	1
138	0
139	2
140	0
141	0
142	0
143	0
144	0
145	2
146	0
147	0
148	0
149	0
150	0
151	0
152	2
153	0
154	0
155	0
156	1
157	0
158	0
159	0
160	1
161	0
162	0
163	1
164	1
165	0
166	0
167	0
168	0
169	1
170	0
171	1
172	0
173	0
174	1
175	1
176	0
177	1
178	0
179	0
180	0
181	0
182	0
183	0
184	0
185	0
186	1
187	0
188	0
189	0
190	0
191	0
192	0
193	0
194	1
195	0
196	1
197	0
198	0
199	0
200	0
201	0
202	2
203	1
204	0
205	0
206	0
207	1
208	0
209	0
210	0
211	0
212	0
213	0
214	0
215	0
216	2
217	0
218	1
219	0
220	0
221	0
222	1
223	0
224	0
225	0
226	1
227	1
228	0
229	0
230	0
231	0
232	0
233	1
234	0
235	2
236	0
237	0
238	0
239	0
240	1
241	0
242	0
243	0
244	0
245	3
246	2
247	1
248	0
249	0
250	0
251	0
252	0
253	1
254	0
255	0
256	0
257	0
258	0
259	0
260	2
261	0
262	0
263	2
264	0
265	0
266	0
267	0
268	0
269	0
270	0
271	0
272	1
273	0
274	0
275	1
276	1
277	0
278	0
279	1
280	0
281	0
282	1
283	0
284	0
285	0
286	0
287	0
288	0
289	0
290	0
291	0
292	0
293	0
294	1
295	1
296	1
297	0
298	0
299	0
300	2
301	1
302	0
303	0
304	0
305	0
306	0
307	0
308	0
309	0
310	0
311	0
312	0
313	0
314	0
315	0
316	0
317	0
318	0
319	1
320	0
321	2
322	0
323	0
324	0
325	0
326	1
327	2
328	0
329	0
330	1
331	0
332	0
333	1
334	1
335	0
336	0
337	0
338	0
339	2
340	1
341	0
342	2
343	0
344	0
345	0
346	1
347	0
348	0
349	0
350	0
351	0
352	2
353	0
354	0
355	0
356	2
357	0
358	0
359	0
360	0
361	0
362	3
363	1
364	0
365	0
366	1
367	0
368	0
369	0
370	2
371	0
372	0
373	2
374	2
375	0
376	0
377	0
378	0
379	0
380	0
381	0
382	0
383	0
384	0
385	1
386	0
387	0
388	1
389	0
390	0
391	0
392	0
393	0
394	1
395	0
396	0
397	0
398	0
399	0
400	0
401	0
402	1
403	0
404	2
405	0
406	0
407	1
408	0
409	0
410	1
411	0
412	0
413	2
414	2
415	0
416	0
417	0
418	0
419	1
420	0
421	0
422	0
423	0
424	0
425	0
426	1
427	0
428	0
429	0
430	0
431	0
432	0
433	0
434	1
435	2
436	0
437	0
438	0
439	0
440	0
441	0
442	0
443	0
444	0
445	1
446	0
447	0
448	0
449	1
450	0
451	0
452	0
453	0
454	0
455	0
456	0
457	0
458	2
459	0
460	1
461	1
462	0
463	1
464	0
465	1
466	0
467	1
468	0
469	0
470	0
471	0
472	1
473	0
474	0
475	0
476	0
477	3
478	0
479	0
480	2
481	1
482	0
483	0
484	0
485	0
486	0
487	0
488	0
489	0
490	0
491	0
492	2
493	0
494	0
495	0
496	0
497	0
498	0
499	0
500	1
501	0
502	0
503	0
504	0
505	0
506	1
507	0
508	0
509	2
510	0
511	0
512	0
513	1
514	0
515	0
516	0
517	0
518	0
519	1
520	0
521	1
522	1
523	0
524	0
525	1
526	0
527	0
528	2
529	0
530	0
531	3
532	2
533	1
534	3
535	0
536	1
537	1
538	0
539	0
540	0
541	0
542	0
543	0
544	0
545	0
546	0
547	0
548	0
549	0
550	0
551	0
552	0
553	0
554	0
555	0
556	0
557	2
558	1
559	2
560	0
561	0
562	0
563	0
564	1
565	0
566	0
567	0
568	0
569	1
570	2
571	1
572	0
573	0
574	0
575	1
576	1
577	2
578	2
579	0
580	0
581	0
582	0
583	0
584	0
585	0
586	0
587	1
588	0
589	1
590	0
591	1
592	2
593	0
594	0
595	0
596	0
597	0
598	0
599	0
600	0
601	0
602	0
603	1
604	0
605	1
606	0
607	0
608	0
609	1
610	0
611	0
612	0
613	0
614	0
615	0
616	0
617	0
618	1
619	0
620	0
621	0
622	0
623	0
624	0
625	1
626	0
627	1
628	0
629	2
630	0
631	1
632	0
633	0
634	0
635	0
636	1
637	2
638	0
639	3
640	0
641	0
642	0
643	0
644	1
645	0
646	0
647	0
648	1
649	1
650	0
651	0
652	3
653	0
654	2
655	0
656	0
657	2
658	0
659	0
660	0
661	1
662	3
663	1
664	0
665	2
666	0
667	0
668	0
669	0
670	0
671	2
672	1
673	0
674	1
675	0
676	1
677	0
678	0
679	0
680	3
681	0
682	0
683	2
684	0
685	0
686	0
687	0
688	2
689	0
690	0
691	0
692	0
693	0
694	2
695	0
696	0
697	0
698	0
699	1
700	1
701	1
702	0
703	0
704	0
705	0
706	0
707	0
708	0
709	0
710	0
711	0
712	0
713	1
714	0
715	0
716	0
717	0
718	0
719	1
720	0
721	0
722	0
723	1
724	0
725	0
726	0
727	0
728	1
729	1
730	0
731	0
732	1
733	0
734	1
735	1
736	0
737	1
738	0
739	2
740	0
741	0
742	2
743	0
744	0
745	1
746	2
747	0
748	2
749	2
750	2
751	0
752	0
753	2
754	2
755	1
756	0
757	0
758	0
759	0
760	0
761	0
762	0
763	0
764	0
765	0
766	0
767	0
768	0
769	1
770	2
771	0
772	0
773	0
774	0
775	0
776	0
777	2
778	0
779	0
780	0
781	0
782	0
783	0
